0	0	10
0.01	0.0878161	7.76785
0.02	0.158054	6.37981
0.03	0.216861	5.43801
0.04	0.267679	4.76058
0.05	0.31263	4.2526
0.06	0.353111	3.85965
0.07	0.390093	3.54832
0.08	0.424276	3.29695
0.09	0.456182	3.09086
0.1	0.486209	2.91978
0.11	0.514669	2.77627
0.12	0.541808	2.65486
0.13	0.567825	2.55137
0.14	0.592884	2.46261
0.15	0.617118	2.38607
0.16	0.64064	2.31976
0.17	0.663542	2.2621
0.18	0.685906	2.21176
0.19	0.707798	2.1677
0.2	0.729278	2.12902
0.21	0.750394	2.09499
0.22	0.771191	2.06499
0.23	0.791706	2.03849
0.24	0.811971	2.01505
0.25	0.832016	1.99428
0.26	0.851864	1.97586
0.27	0.87154	1.95951
0.28	0.891061	1.94497
0.29	0.910444	1.93203
0.3	0.929706	1.92052
0.31	0.948859	1.91026
0.32	0.967915	1.90111
0.33	0.986884	1.89295
0.34	1.00578	1.88567
0.35	1.0246	1.87917
0.36	1.04336	1.87336
0.37	1.06207	1.86817
0.38	1.08073	1.86354
0.39	1.09934	1.85939
0.4	1.11792	1.85568
0.41	1.13646	1.85237
0.42	1.15497	1.8494
0.43	1.17345	1.84675
0.44	1.1919	1.84437
0.45	1.21033	1.84225
0.46	1.22875	1.84034
0.47	1.24714	1.83864
0.48	1.26552	1.83711
0.49	1.28388	1.83575
0.5	1.30224	1.83452
0.51	1.32058	1.83343
0.52	1.3389	1.83245
0.53	1.35722	1.83157
0.54	1.37554	1.83078
0.55	1.39384	1.83008
0.56	1.41214	1.82944
0.57	1.43043	1.82888
0.58	1.44872	1.82837
0.59	1.467	1.82792
0.6	1.48527	1.82751
0.61	1.50355	1.82715
0.62	1.52182	1.82682
0.63	1.54008	1.82653
0.64	1.55835	1.82626
0.65	1.57661	1.82603
0.66	1.59487	1.82582
0.67	1.61313	1.82563
0.68	1.63138	1.82546
0.69	1.64964	1.82531
0.7	1.66789	1.82517
0.71	1.68614	1.82505
0.72	1.70439	1.82494
0.73	1.72264	1.82484
0.74	1.74089	1.82476
0.75	1.75913	1.82468
0.76	1.77738	1.82461
0.77	1.79563	1.82455
0.78	1.81387	1.82449
0.79	1.83212	1.82444
0.8	1.85036	1.82439
0.81	1.8686	1.82435
0.82	1.88685	1.82432
0.83	1.90509	1.82428
0.839999	1.92333	1.82425
0.849999	1.94157	1.82423
0.859999	1.95982	1.8242
0.869999	1.97806	1.82418
0.879999	1.9963	1.82416
0.889999	2.01454	1.82415
0.899999	2.03278	1.82413
0.909999	2.05102	1.82412
0.919999	2.06927	1.82411
0.929999	2.08751	1.8241
0.939999	2.10575	1.82409
0.949999	2.12399	1.82408
0.959999	2.14223	1.82407
0.969999	2.16047	1.82406
0.979999	2.17871	1.82406
0.989999	2.19695	1.82405
0.999999	2.21519	1.82405
1.01	2.23343	1.82404
1.02	2.25167	1.82404
1.03	2.26991	1.82403
1.04	2.28815	1.82403
1.05	2.30639	1.82403
1.06	2.32463	1.82402
1.07	2.34287	1.82402
1.08	2.36111	1.82402
1.09	2.37935	1.82402
1.1	2.39759	1.82402
1.11	2.41583	1.82402
1.12	2.43407	1.82401
1.13	2.45231	1.82401
1.14	2.47055	1.82401
1.15	2.4888	1.82401
1.16	2.50704	1.82401
1.17	2.52528	1.82401
1.18	2.54352	1.82401
1.19	2.56176	1.82401
1.2	2.58	1.82401
1.21	2.59824	1.82401
1.22	2.61648	1.82401
1.23	2.63472	1.82401
1.24	2.65296	1.82401
1.25	2.6712	1.82401
1.26	2.68944	1.824
1.27	2.70767	1.824
1.28	2.72591	1.824
1.29	2.74415	1.824
1.3	2.76239	1.824
1.31	2.78063	1.824
1.32	2.79887	1.824
1.33	2.81711	1.824
1.34	2.83535	1.824
1.35	2.85359	1.824
1.36	2.87183	1.824
1.37	2.89007	1.824
1.38	2.90831	1.824
1.39	2.92655	1.824
1.4	2.94479	1.824
1.41	2.96303	1.824
1.42	2.98127	1.824
1.43	2.99951	1.824
1.44	3.01775	1.824
1.45	3.03599	1.824
1.46	3.05423	1.824
1.47	3.07247	1.824
1.48	3.09071	1.824
1.49	3.10895	1.824
1.5	3.12719	1.824
1.51	3.14543	1.824
1.52	3.16367	1.824
1.53	3.18191	1.824
1.54	3.20015	1.824
1.55	3.21839	1.824
1.56	3.23663	1.824
1.57	3.25487	1.824
1.58	3.27311	1.824
1.59	3.29135	1.824
1.6	3.30959	1.824
1.61	3.32783	1.824
1.62	3.34607	1.824
1.63	3.36431	1.824
1.64	3.38255	1.824
1.65	3.40079	1.824
1.66	3.41903	1.824
1.67	3.43727	1.824
1.68	3.45551	1.824
1.69	3.47375	1.824
1.7	3.49199	1.824
1.71	3.51023	1.824
1.72	3.52847	1.824
1.73	3.54671	1.824
1.74	3.56495	1.824
1.75	3.58319	1.824
1.76	3.60143	1.824
1.77	3.61967	1.824
1.78	3.63791	1.824
1.79	3.65615	1.824
1.8	3.67439	1.824
1.81	3.69263	1.824
1.82	3.71087	1.824
1.83	3.72911	1.824
1.84	3.74735	1.824
1.85	3.76559	1.824
1.86	3.78383	1.824
1.87	3.80207	1.824
1.88	3.82031	1.824
1.89	3.83855	1.824
1.9	3.85679	1.824
1.91	3.87503	1.824
1.92	3.89327	1.824
1.93	3.91151	1.824
1.94	3.92975	1.824
1.95	3.94799	1.824
1.96	3.96623	1.824
1.97	3.98447	1.824
1.98	4.00271	1.824
1.99	4.02095	1.824
2	4.03919	1.824
