0	1	1
0.01	1.0093	0.93
0.02	1.01791	0.860935
0.03	1.02584	0.792821
0.04	1.03309	0.725673
0.05	1.03969	0.659504
0.06	1.04563	0.59433
0.07	1.05093	0.530162
0.08	1.0556	0.467012
0.09	1.05965	0.404891
0.1	1.06309	0.343811
0.11	1.06593	0.28378
0.12	1.06818	0.224808
0.13	1.06985	0.166903
0.14	1.07095	0.110073
0.15	1.07149	0.0543237
0.16	1.07149	-0.000337254
0.17	1.07095	-0.0539049
0.18	1.06988	-0.106374
0.19	1.06831	-0.157741
0.2	1.06623	-0.208001
0.21	1.06366	-0.257153
0.22	1.0606	-0.305192
0.23	1.05708	-0.352119
0.24	1.0531	-0.397931
0.25	1.04868	-0.442627
0.26	1.04381	-0.486208
0.27	1.03853	-0.528675
0.28	1.03283	-0.570028
0.29	1.02672	-0.610269
0.3	1.02023	-0.649399
0.31	1.01336	-0.687423
0.32	1.00611	-0.724342
0.33	0.998512	-0.760161
0.34	0.990563	-0.794884
0.35	0.982278	-0.828514
0.36	0.973667	-0.861058
0.37	0.964742	-0.89252
0.38	0.955513	-0.922907
0.39	0.945991	-0.952224
0.4	0.936186	-0.980479
0.41	0.926109	-1.00768
0.42	0.915771	-1.03383
0.43	0.905181	-1.05894
0.44	0.894351	-1.08302
0.45	0.88329	-1.10608
0.46	0.872009	-1.12812
0.47	0.860518	-1.14916
0.48	0.848825	-1.1692
0.49	0.836943	-1.18826
0.5	0.824879	-1.20634
0.51	0.812645	-1.22346
0.52	0.800249	-1.23962
0.53	0.7877	-1.25484
0.54	0.775009	-1.26913
0.55	0.762184	-1.2825
0.56	0.749234	-1.29496
0.57	0.736169	-1.30652
0.58	0.722997	-1.3172
0.59	0.709727	-1.327
0.6	0.696368	-1.33595
0.61	0.682927	-1.34405
0.62	0.669414	-1.35132
0.63	0.655836	-1.35776
0.64	0.642202	-1.3634
0.65	0.62852	-1.36824
0.66	0.614797	-1.3723
0.67	0.601041	-1.37559
0.68	0.58726	-1.37813
0.69	0.57346	-1.37993
0.7	0.55965	-1.38101
0.71	0.545837	-1.38137
0.72	0.532026	-1.38104
0.73	0.518226	-1.38002
0.74	0.504443	-1.37833
0.75	0.490683	-1.37598
0.76	0.476953	-1.373
0.77	0.463259	-1.36938
0.78	0.449608	-1.36516
0.79	0.436004	-1.36034
0.8	0.422455	-1.35493
0.81	0.408965	-1.34895
0.82	0.395541	-1.34242
0.83	0.382188	-1.33535
0.839999	0.36891	-1.32775
0.849999	0.355714	-1.31965
0.859999	0.342603	-1.31104
0.869999	0.329584	-1.30195
0.879999	0.31666	-1.29239
0.889999	0.303836	-1.28237
0.899999	0.291117	-1.27192
0.909999	0.278507	-1.26103
0.919999	0.266009	-1.24974
0.929999	0.253629	-1.23805
0.939999	0.241369	-1.22597
0.949999	0.229234	-1.21351
0.959999	0.217227	-1.20071
0.969999	0.205351	-1.18755
0.979999	0.193611	-1.17407
0.989999	0.182008	-1.16027
0.999999	0.170546	-1.14616
1.01	0.159229	-1.13177
1.02	0.148058	-1.11709
1.03	0.137036	-1.10216
1.04	0.126167	-1.08696
1.05	0.115451	-1.07153
1.06	0.104893	-1.05588
1.07	0.0944925	-1.04
